study_name	variable_name	variable_label	folder	description	visit	calculation	type	total_subjects	units	n	mean	stddev	median	min	max	unknown		
ABC	giqli_social_w	Gastrointestinal Quality of Life Index: Social function subscore (weighted)	General Health/Gastrointestinal Quality of Life Index	"The subscale score is based on 4 items from the Gastrointestinal Quality of Life Index. A high score suggests better social function. Eypasch E et al.,1995 (PubMed ID: 7749697)"	18-Month Followup		numeric			40	2.7	0.5	2.8	1.8	3.5	-		
ABC	giqli_studyvisit	Study ID	General Health/Gastrointestinal Quality of Life Index		Baseline		numeric			49	0	0	0	0	0	-		
ABC	giqli_studyvisit	Study ID	General Health/Gastrointestinal Quality of Life Index		9-Month Followup		numeric			43	9	0	9	9	9	-		
ABC	giqli_studyvisit	Study ID	General Health/Gastrointestinal Quality of Life Index		18-Month Followup		numeric			40	18	0	18	18	18	-		
ABC	giqli_symp	Gastrointestinal Quality of Life Index: Symptoms subscore	General Health/Gastrointestinal Quality of Life Index	"The subscale score is based on 19 items from the Gastrointestinal Quality of Life Index. A high score suggests fewer symptoms. Eypasch E et al.,1995 (PubMed ID: 7749697)"	Baseline		numeric			49	63	9.7	65	21	74	-		
ABC	giqli_symp	Gastrointestinal Quality of Life Index: Symptoms subscore	General Health/Gastrointestinal Quality of Life Index	"The subscale score is based on 19 items from the Gastrointestinal Quality of Life Index. A high score suggests fewer symptoms. Eypasch E et al.,1995 (PubMed ID: 7749697)"	9-Month Followup		numeric			43	63.9	7.6	65	42	76	-		
ABC	giqli_symp	Gastrointestinal Quality of Life Index: Symptoms subscore	General Health/Gastrointestinal Quality of Life Index	"The subscale score is based on 19 items from the Gastrointestinal Quality of Life Index. A high score suggests fewer symptoms. Eypasch E et al.,1995 (PubMed ID: 7749697)"	18-Month Followup		numeric			40	62.8	8.5	65	41	75	-		
ABC	giqli_symp_w	Gastrointestinal Quality of Life Index: Symptoms subscore (weighted)	General Health/Gastrointestinal Quality of Life Index	"The subscale score is based on 19 items from the Gastrointestinal Quality of Life Index. A high score suggests fewer symptoms. Eypasch E et al.,1995 (PubMed ID: 7749697)"	Baseline		numeric			49	3.3	0.5	3.4	1.1	3.9	-		
ABC	giqli_symp_w	Gastrointestinal Quality of Life Index: Symptoms subscore (weighted)	General Health/Gastrointestinal Quality of Life Index	"The subscale score is based on 19 items from the Gastrointestinal Quality of Life Index. A high score suggests fewer symptoms. Eypasch E et al.,1995 (PubMed ID: 7749697)"	9-Month Followup		numeric			43	3.4	0.4	3.4	2.2	4	-		
ABC	giqli_symp_w	Gastrointestinal Quality of Life Index: Symptoms subscore (weighted)	General Health/Gastrointestinal Quality of Life Index	"The subscale score is based on 19 items from the Gastrointestinal Quality of Life Index. A high score suggests fewer symptoms. Eypasch E et al.,1995 (PubMed ID: 7749697)"	18-Month Followup		numeric			40	3.3	0.4	3.4	2.2	4	-		
ABC	giqli_total	Gastrointestinal Quality of Life Index: Global score	General Health/Gastrointestinal Quality of Life Index	"The total score is based on four subscale scores from the Gastrointestinal Quality of Life Index. A high score suggests better health-related quality of life. Eypasch E et al.,1995 (PubMed ID: 7749697)"	Baseline		numeric			49	104.2	17.3	107	35	131	-		
ABC	giqli_total	Gastrointestinal Quality of Life Index: Global score	General Health/Gastrointestinal Quality of Life Index	"The total score is based on four subscale scores from the Gastrointestinal Quality of Life Index. A high score suggests better health-related quality of life. Eypasch E et al.,1995 (PubMed ID: 7749697)"	9-Month Followup		numeric			43	110.6	17	116	68	135	-		
ABC	giqli_total	Gastrointestinal Quality of Life Index: Global score	General Health/Gastrointestinal Quality of Life Index	"The total score is based on four subscale scores from the Gastrointestinal Quality of Life Index. A high score suggests better health-related quality of life. Eypasch E et al.,1995 (PubMed ID: 7749697)"	18-Month Followup		numeric			40	110.6	15.8	113.5	74	134	-		
ABC	giqli_total_w	Gastrointestinal Quality of Life Index: Global score (weighted)	General Health/Gastrointestinal Quality of Life Index	"The total score is based on four subscale scores from the Gastrointestinal Quality of Life Index. A high score suggests better health-related quality of life. Eypasch E et al.,1995 (PubMed ID: 7749697)"	Baseline		numeric			49	10.5	2.1	10.9	3.3	14	-		
ABC	giqli_total_w	Gastrointestinal Quality of Life Index: Global score (weighted)	General Health/Gastrointestinal Quality of Life Index	"The total score is based on four subscale scores from the Gastrointestinal Quality of Life Index. A high score suggests better health-related quality of life. Eypasch E et al.,1995 (PubMed ID: 7749697)"	9-Month Followup		numeric			43	11.5	2.2	12.3	5.9	14.2	-		
ABC	giqli_total_w	Gastrointestinal Quality of Life Index: Global score (weighted)	General Health/Gastrointestinal Quality of Life Index	"The total score is based on four subscale scores from the Gastrointestinal Quality of Life Index. A high score suggests better health-related quality of life. Eypasch E et al.,1995 (PubMed ID: 7749697)"	18-Month Followup		numeric			40	11.6	1.8	12	7.8	14.1	-		
ABC	height	Height	Anthropometry		Baseline		numeric		centimeters (cm)	49	170.4	10	171.6	146.9	187.9	-		
ABC	height	Height	Anthropometry		9-Month Followup		numeric		centimeters (cm)	-	-	-	-	-	-	-		
ABC	height	Height	Anthropometry		18-Month Followup		numeric		centimeters (cm)	-	-	-	-	-	-	-		
ABC	hi_hp3x0u_f1t1	Hypopnea Index: (hypopneas with > 30% flow reduction and with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Calculated - Summary metric of sleep disordered breathing events.	Baseline	hi_hp3x0u_f1t1= 60 * (hrembp + hrop + hnrbp + hnrop + urbp + urop + unrbp + unrop) / ttldursp	numeric		events per hour	49	44.7	19.3	46.2	2.4	82.2	-		
ABC	hi_hp3x0u_f1t1	Hypopnea Index: (hypopneas with > 30% flow reduction and with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Calculated - Summary metric of sleep disordered breathing events.	9-Month Followup	hi_hp3x0u_f1t1= 60 * (hrembp + hrop + hnrbp + hnrop + urbp + urop + unrbp + unrop) / ttldursp	numeric		events per hour	43	37.4	18.6	33.8	9.7	93.2	-		
ABC	hi_hp3x0u_f1t1	Hypopnea Index: (hypopneas with > 30% flow reduction and with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Calculated - Summary metric of sleep disordered breathing events.	18-Month Followup	hi_hp3x0u_f1t1= 60 * (hrembp + hrop + hnrbp + hnrop + urbp + urop + unrbp + unrop) / ttldursp	numeric		events per hour	40	35.3	20.9	32.5	6.2	84.7	-		
ABC	il6	Il-6	Clinical Data/Laboratory Tests		Baseline		numeric		pg/mL	49	7.6	20	3.4	1.6	138.5	-		
ABC	il6	Il-6	Clinical Data/Laboratory Tests		9-Month Followup		numeric		pg/mL	43	10	39.7	3.3	1.1	264	-		
ABC	il6	Il-6	Clinical Data/Laboratory Tests		18-Month Followup		numeric		pg/mL	39	7.1	22.5	2.8	0.8	143.2	1		
ABC	insulin	Insulin	Clinical Data/Laboratory Tests		Baseline		numeric		uIU/mL	49	17.8	10.3	14.5	4.8	46	-		
ABC	insulin	Insulin	Clinical Data/Laboratory Tests		9-Month Followup		numeric		uIU/mL	43	15.5	12.8	11.1	3.5	54.9	-		
ABC	insulin	Insulin	Clinical Data/Laboratory Tests		18-Month Followup		numeric		uIU/mL	39	17.5	18	10.9	3.1	89.1	1		
ABC	leptin	Leptin	Clinical Data/Laboratory Tests		Baseline		numeric		ng/mL	49	48.7	26.3	43.6	9	100	-		
ABC	leptin	Leptin	Clinical Data/Laboratory Tests		9-Month Followup		numeric		ng/mL	43	39.6	22.7	36.1	4.5	100	-		
ABC	leptin	Leptin	Clinical Data/Laboratory Tests		18-Month Followup		numeric		ng/mL	39	40.6	27.1	30.8	3.6	100	1		
ABC	minlvlsa_f1t1	Minimum oxygen saturation level in total sleep duration from type I polysomnography	Sleep Monitoring/Polysomnography		Baseline		numeric		percent (%)	49	77.2	7.5	80	60	90	-		
ABC	minlvlsa_f1t1	Minimum oxygen saturation level in total sleep duration from type I polysomnography	Sleep Monitoring/Polysomnography		9-Month Followup		numeric		percent (%)	43	81.3	6.6	82	60	92	-		
ABC	minlvlsa_f1t1	Minimum oxygen saturation level in total sleep duration from type I polysomnography	Sleep Monitoring/Polysomnography		18-Month Followup		numeric		percent (%)	40	79.9	13.1	83	7	90	-		
ABC	norepinephrine	Norepinephrine	Clinical Data/Laboratory Tests		Baseline		numeric		ng/mL	49	47.4	36	39.7	4.3	183	-		
ABC	norepinephrine	Norepinephrine	Clinical Data/Laboratory Tests		9-Month Followup		numeric		ng/mL	42	71	53.7	55.5	5.9	230	1		
ABC	norepinephrine	Norepinephrine	Clinical Data/Laboratory Tests		18-Month Followup		numeric		ng/mL	39	63.9	60.7	47.6	4.5	279	1		
ABC	nsrr_age	Subject age	Harmonized/Demographics	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: age at Baseline	Baseline		numeric	49	years	49	48.8	9.9	50.2	26.8	64.6	-		
ABC	nsrr_age	Subject age	Harmonized/Demographics	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: age at Baseline	9-Month Followup		numeric	-	years	-	-	-	-	-	-	-		
ABC	nsrr_age	Subject age	Harmonized/Demographics	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: age at Baseline	18-Month Followup		numeric	-	years	-	-	-	-	-	-	-		
ABC	nsrr_ahi_hp3u	Apnea-Hypopnea Index : (All apneas + hypopneas with >= 3% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Refer to the source for detailed definition for respiratory events: ahi_ap0uhp3x3u_f1t1	Baseline		numeric		events per hour	49	50.1	27.2	42.7	0.9	129.5	-		
ABC	nsrr_ahi_hp3u	Apnea-Hypopnea Index : (All apneas + hypopneas with >= 3% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Refer to the source for detailed definition for respiratory events: ahi_ap0uhp3x3u_f1t1	9-Month Followup		numeric		events per hour	-	-	-	-	-	-	-		
ABC	nsrr_ahi_hp3u	Apnea-Hypopnea Index : (All apneas + hypopneas with >= 3% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Refer to the source for detailed definition for respiratory events: ahi_ap0uhp3x3u_f1t1	18-Month Followup		numeric		events per hour	-	-	-	-	-	-	-		
ABC	nsrr_ahi_hp4r	Apnea-Hypopnea Index : (All apneas + hypopneas with >= 4% oxygen desaturation or with arousal) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Refer to the source for detailed definition for respiratory events: ahi_ap0uhp3x4r_f1t1	Baseline		numeric		events per hour	49	45	27.8	37.8	0.9	124	-		
ABC	nsrr_ahi_hp4r	Apnea-Hypopnea Index : (All apneas + hypopneas with >= 4% oxygen desaturation or with arousal) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Refer to the source for detailed definition for respiratory events: ahi_ap0uhp3x4r_f1t1	9-Month Followup		numeric		events per hour	-	-	-	-	-	-	-		
ABC	nsrr_ahi_hp4r	Apnea-Hypopnea Index : (All apneas + hypopneas with >= 4% oxygen desaturation or with arousal) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Harmonized by the NSRR team. Refer to the source for detailed definition for respiratory events: ahi_ap0uhp3x4r_f1t1	18-Month Followup		numeric		events per hour	-	-	-	-	-	-	-		
ABC	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: bmi at Baseline	Baseline		numeric	49	kilograms per square meter	49	38.9	3	38.9	34.3	45.3	-		
ABC	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: bmi at Baseline	9-Month Followup		numeric	-	kilograms per square meter	-	-	-	-	-	-	-		
ABC	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Harmonized by the NSRR team to align with TOPMed and BioDataCatalyst standards. Source: bmi at Baseline	18-Month Followup		numeric	-	kilograms per square meter	-	-	-	-	-	-	-		
ABC	oahi_oa0uhp3x3u_f1t1	Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation  and with or without arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Calculated - Summary metric of sleep disordered breathing events.	Baseline	oahi_oa0uhp3x3u_f1t1= 60 * (hrembp3 + hrop3 + hnrbp3 + hnrop3 + urbp3 + urop3 + unrbp3 + unrop3 + oarbp + oarop + oanbp + oanop) / ttldursp	numeric		events per hour	49	49.3	26.8	42.7	0.7	129.5	-		
ABC	oahi_oa0uhp3x3u_f1t1	Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation  and with or without arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Calculated - Summary metric of sleep disordered breathing events.	9-Month Followup	oahi_oa0uhp3x3u_f1t1= 60 * (hrembp3 + hrop3 + hnrbp3 + hnrop3 + urbp3 + urop3 + unrbp3 + unrop3 + oarbp + oarop + oanbp + oanop) / ttldursp	numeric		events per hour	43	36.9	28.3	28.2	5.1	112.2	-		
ABC	oahi_oa0uhp3x3u_f1t1	Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation  and with or without arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Calculated - Summary metric of sleep disordered breathing events.	18-Month Followup	oahi_oa0uhp3x3u_f1t1= 60 * (hrembp3 + hrop3 + hnrbp3 + hnrop3 + urbp3 + urop3 + unrbp3 + unrop3 + oarbp + oarop + oanbp + oanop) / ttldursp	numeric		events per hour	40	34.9	23.6	28.5	4.1	87.2	-		
ABC	oahi_oa0uhp3x4r_f1t1	Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation or with arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Calculated - Summary metric of sleep disordered breathing events.	Baseline	oahi_oa0uhp3x4r_f1t1= 60 * (hremba4 + hroa4 + hnrba4 + hnroa4 + urbpa4 + uropa4 + unrbpa4 + unropa4 + oarbp + oarop + oanbp + oanop) / ttldursp	numeric		events per hour	49	44.2	27.4	35.3	0.7	124	-		
ABC	oahi_oa0uhp3x4r_f1t1	Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation or with arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Calculated - Summary metric of sleep disordered breathing events.	9-Month Followup	oahi_oa0uhp3x4r_f1t1= 60 * (hremba4 + hroa4 + hnrba4 + hnroa4 + urbpa4 + uropa4 + unrbpa4 + unropa4 + oarbp + oarop + oanbp + oanop) / ttldursp	numeric		events per hour	43	33	27.9	23.8	3.3	109.9	-		
ABC	oahi_oa0uhp3x4r_f1t1	Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation or with arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Calculated - Summary metric of sleep disordered breathing events.	18-Month Followup	oahi_oa0uhp3x4r_f1t1= 60 * (hremba4 + hroa4 + hnrba4 + hnroa4 + urbpa4 + uropa4 + unrbpa4 + unropa4 + oarbp + oarop + oanbp + oanop) / ttldursp	numeric		events per hour	40	30.5	22.3	24.1	3.1	81.4	-		
ABC	oai_oa0u_f1t1	Obstructive Apnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Calculated - Summary metric of sleep disordered breathing events.	Baseline	oai_oa0u_f1t1= 60 * (oarbp + oarop + oanbp + oanop) / ttldursp	numeric		events per hour	49	12.1	19	3.6	0	78.4	-		
ABC	oai_oa0u_f1t1	Obstructive Apnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Calculated - Summary metric of sleep disordered breathing events.	9-Month Followup	oai_oa0u_f1t1= 60 * (oarbp + oarop + oanbp + oanop) / ttldursp	numeric		events per hour	43	9.1	19	1.7	0	83.9	-		
ABC	oai_oa0u_f1t1	Obstructive Apnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Calculated - Summary metric of sleep disordered breathing events.	18-Month Followup	oai_oa0u_f1t1= 60 * (oarbp + oarop + oanbp + oanop) / ttldursp	numeric		events per hour	40	5.7	9.4	2	0	42	-		
ABC	pai1	Pai-1	Clinical Data/Laboratory Tests	Pai-1	Baseline		numeric		ng/mL	49	10.1	5.6	9.3	1.6	20	-		
ABC	pai1	Pai-1	Clinical Data/Laboratory Tests	Pai-1	9-Month Followup		numeric		ng/mL	42	9.3	6.4	9.1	0.6	20	1		
ABC	pai1	Pai-1	Clinical Data/Laboratory Tests	Pai-1	18-Month Followup		numeric		ng/mL	39	9.2	6.5	7.3	0.9	20	1		
ABC	probnp	proBNP	Clinical Data/Laboratory Tests		Baseline		numeric		pg/mL	49	35	32.6	21	5	165	-		
ABC	probnp	proBNP	Clinical Data/Laboratory Tests		9-Month Followup		numeric		pg/mL	43	42.2	34.6	29	5	154	-		
ABC	probnp	proBNP	Clinical Data/Laboratory Tests		18-Month Followup		numeric		pg/mL	39	53.4	56.9	38	5	295	1		
ABC	resistin	Resistin	Clinical Data/Laboratory Tests		Baseline		numeric		ng/mL	49	9.6	3.2	9.7	3.8	18.7	-		
