study_name	variable_name	variable_label	folder	description	visit	calculation	type	total_subjects	units	n	mean	stddev	median	min	max	unknown
MSP	mat_par	Maternal parity	Medical History/Reproductive Health	Maternal parity			integer									
NCHSDB	peds_gest_age_num_days	Patient's gestational age in days (when available)	Demographics	Patient's gestational age in days (when available)			integer		days							
NCHSDB	peds_gest_age_num_weeks	Patient's gestational age truncated to the nearest full week (when available)	Demographics	Patient's gestational age truncated to the nearest full week (when available)			integer		weeks							
NUMOM2B	avglvlsa_f1t3	Average oxygen saturation during in total estimated sleep duration from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Oxygen Saturation	Average oxygen saturation during in total estimated sleep duration from type III home sleep apnea test	Visit 1		integer			3012	96.6	1.1	97	91	100	-
NUMOM2B	avglvlsa_f1t3	Average oxygen saturation during in total estimated sleep duration from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Oxygen Saturation	Average oxygen saturation during in total estimated sleep duration from type III home sleep apnea test	Visit 3		integer			2332	96	1.3	96	86	99	-
NUMOM2B	minlvlsa_f1t3	Minimum level of oxygen saturation in total estimated sleep duration from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Oxygen Saturation	Minimum level of oxygen saturation in total estimated sleep duration from type III home sleep apnea test	Visit 1		integer			3012	92.7	2.5	93	72	98	-
NUMOM2B	minlvlsa_f1t3	Minimum level of oxygen saturation in total estimated sleep duration from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Oxygen Saturation	Minimum level of oxygen saturation in total estimated sleep duration from type III home sleep apnea test	Visit 3		integer			2332	91.3	3.1	92	55	98	-
NUMOM2B	anlysstart_f1t3	B4. Analysis Start (0-1159)	Sleep Monitoring/Polysomnography/Administrative	B4. Analysis Start (0-1159)	Visit 1		integer		hh:mm	3012	990.3	253.6	1036	100	1259	-
NUMOM2B	anlysstart_f1t3	B4. Analysis Start (0-1159)	Sleep Monitoring/Polysomnography/Administrative	B4. Analysis Start (0-1159)	Visit 3		integer		hh:mm	2332	984.1	282.8	1047	100	1259	-
NUMOM2B	anlysstop_f1t3	B5. Analysis Stop (0-1159)	Sleep Monitoring/Polysomnography/Administrative	B5. Analysis Stop (0-1159)	Visit 1		integer		hh:mm	3012	672.4	175.4	658	109	1255	-
NUMOM2B	anlysstop_f1t3	B5. Analysis Stop (0-1159)	Sleep Monitoring/Polysomnography/Administrative	B5. Analysis Stop (0-1159)	Visit 3		integer		hh:mm	2332	661.5	174.4	655	104	1258	-
NUMOM2B	totalhrs_f1t3	B6. Total recording period (hours)	Sleep Monitoring/Polysomnography/Administrative	B6. Total recording period (hours)	Visit 1		integer		hours	3012	7.4	1.7	8	2	12	-
NUMOM2B	totalhrs_f1t3	B6. Total recording period (hours)	Sleep Monitoring/Polysomnography/Administrative	B6. Total recording period (hours)	Visit 3		integer		hours	2332	7.1	1.7	7	2	13	-
NUMOM2B	unitid_f1t3	A5. Unit ID	Sleep Monitoring/Polysomnography/Administrative	A5. Unit ID	Visit 1		integer			3012	111.2	117.4	75	1	530	-
NUMOM2B	unitid_f1t3	A5. Unit ID	Sleep Monitoring/Polysomnography/Administrative	A5. Unit ID	Visit 3		integer			2332	119.7	122.9	84	1	530	-
PATS	nsrr_bp_systolic	Systolic blood pressure	Harmonized/Clinical Data	Systolic blood pressure	Screening Visit		integer		millimeters of mercury (mmHg)	-	-	-	-	-	-	555
PATS	nsrr_bp_systolic	Systolic blood pressure	Harmonized/Clinical Data	Systolic blood pressure	Baseline Visit		integer		millimeters of mercury (mmHg)	313	100.6	9.9	99.3	77	137.3	19
PATS	nsrr_bp_systolic	Systolic blood pressure	Harmonized/Clinical Data	Systolic blood pressure	Month-6 Interim Visit		integer		millimeters of mercury (mmHg)	235	101.3	10	101.7	77.7	134.3	48
PATS	nsrr_bp_systolic	Systolic blood pressure	Harmonized/Clinical Data	Systolic blood pressure	Month-12 Endpoint Visit		integer		millimeters of mercury (mmHg)	263	101.6	10.4	101	70	141	28
PATS	oper_ebl_other	Specify estimated blood loss (EBL)	Administrative/Operation Notes	Specify estimated blood loss (EBL)	Screening Visit		integer			-	-	-	-	-	-	555
PATS	oper_ebl_other	Specify estimated blood loss (EBL)	Administrative/Operation Notes	Specify estimated blood loss (EBL)	Baseline Visit		integer			2	17.5	17.7	17.5	5	30	330
PATS	oper_ebl_other	Specify estimated blood loss (EBL)	Administrative/Operation Notes	Specify estimated blood loss (EBL)	Month-6 Interim Visit		integer			-	-	-	-	-	-	283
PATS	oper_ebl_other	Specify estimated blood loss (EBL)	Administrative/Operation Notes	Specify estimated blood loss (EBL)	Month-12 Endpoint Visit		integer			-	-	-	-	-	-	291
PIMECFS	beighton_score	Beighton Score	Physiologic Measurements/Physical Exam	Beighton Score	Study Visit		integer			38	0.9	1.7	0	0	7	-
PIMECFS	lymphadenopathy	Lymphadenopathy	Physiologic Measurements/Physical Exam	Lymphadenopathy	Study Visit		integer			38	0	0	0	0	0	-
PIMECFS	tender_points	Tender Points	Physiologic Measurements/Physical Exam	Tender Points	Study Visit		integer			38	2.9	3.7	2	0	16	-
PIMECFS	psqi_score	Pittsburgh Sleep Quality Index: Total (Global) Score	Sleep Questionnaires/General and Sleep Disorder Screening/Pittsburgh Sleep Quality Index (PSQI)	Pittsburgh Sleep Quality Index: Total (Global) Score	Study Visit		integer			38	5.3	3.7	5	0	14	-
PIMECFS	promis_slp_rel_imp_score	PROMIS Sleep-Related Impairment: Total Score	Sleep Questionnaires/Hypersomnia/PROMIS Sleep Related Impairment	PROMIS Sleep-Related Impairment: Total Score	Study Visit		integer			35	18.4	9.1	17	8	36	3
PIMECFS	promis_sleep_dist_score	PROMIS Sleep Disturbance Short Form 8a: Total Score	Sleep Questionnaires/Sleep Disturbance or Insomnia/PROMIS Sleep Disturbance	PROMIS Sleep Disturbance Short Form 8a: Total Score	Study Visit		integer			38	16.9	8.5	14	8	39	-
SANDD	year_study	Year of study participation. Enrollment began in 2002; every 6 mos follow up continued until last one in 2007.	Administrative	Year of study participation. Enrollment began in 2002; every 6 mos follow up continued until last one in 2007.	initial/baseline timepoint		integer			213	2003.6	1.2	2003	2002	2006	9
SANDD	year_study	Year of study participation. Enrollment began in 2002; every 6 mos follow up continued until last one in 2007.	Administrative	Year of study participation. Enrollment began in 2002; every 6 mos follow up continued until last one in 2007.	6-month follow up		integer			75	2003.3	1	2003	2002	2005	-
SANDD	tannero	Assessed tanner stage (other characteristics)	Anthropometry	Assessed tanner stage (other characteristics)	initial/baseline timepoint		integer			91	3.5	1.7	4	1	5	131
SANDD	tannero	Assessed tanner stage (other characteristics)	Anthropometry	Assessed tanner stage (other characteristics)	6-month follow up		integer			66	3.5	1.7	5	1	5	9
SANDD	tannerph	Assessed tanner stage (pubic hair)	Anthropometry	Assessed tanner stage (pubic hair)	initial/baseline timepoint		integer			90	3.4	1.8	4	1	5	132
SANDD	tannerph	Assessed tanner stage (pubic hair)	Anthropometry	Assessed tanner stage (pubic hair)	6-month follow up		integer			66	3.4	1.8	5	1	5	9
SANDD	trails_num	Trail-making test part A - Numbers.	Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test	Trail-making test part A - Numbers.	initial/baseline timepoint		integer			83	28.6	10.6	26	12	60	139
SANDD	trails_num	Trail-making test part A - Numbers.	Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test	Trail-making test part A - Numbers.	6-month follow up		integer			-	-	-	-	-	-	75
SANDD	trails_numlet	Trail-making test part B - Numbers & Letters.	Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test	Trail-making test part B - Numbers & Letters.	initial/baseline timepoint		integer			83	73.6	40.7	62	28	285	139
SANDD	trails_numlet	Trail-making test part B - Numbers & Letters.	Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test	Trail-making test part B - Numbers & Letters.	6-month follow up		integer			-	-	-	-	-	-	75
SHHS	mi	Number of myocardial infarctions (MIs) Since Baseline	Clinical Data/Incident Outcomes/Cardiovascular Diseases	Number of myocardial infarctions (MIs) Since Baseline	Visit 1		integer		number of events	-	-	-	-	-	-	-
SHHS	mi	Number of myocardial infarctions (MIs) Since Baseline	Clinical Data/Incident Outcomes/Cardiovascular Diseases	Number of myocardial infarctions (MIs) Since Baseline	Interim Follow-up Visit		integer		number of events	-	-	-	-	-	-	-
SHHS	mi	Number of myocardial infarctions (MIs) Since Baseline	Clinical Data/Incident Outcomes/Cardiovascular Diseases	Number of myocardial infarctions (MIs) Since Baseline	Visit 2		integer		number of events	-	-	-	-	-	-	-
STAGES	modified_dem_0110	Participant's age	Demographics	Participant's age			integer									
STAGES	dem_0600	Height in feet	Anthropometry	Height in feet			integer		feet							
STAGES	dem_0610	Height in inches	Anthropometry	Height in inches			integer		inches							
STAGES	dem_0700	Weight in pounds	Anthropometry	Weight in pounds			integer		pounds							
STAGES	dem_0100	Participant's year of birth	Demographics	Participant's year of birth			integer									
STAGES	sched_0200	Days per week in school	Demographics/Education	Days per week in school			integer									
STAGES	sched_0600	Days per week at work	Demographics/Employment	Days per week at work			integer		days per week							
STAGES	bthbts_0500	Number of people living in your household	Demographics/Household Makeup	Number of people living in your household			integer		count							
STAGES	bthbts_0510	Number of children aged 5 years or younger living in your household	Demographics/Household Makeup	Number of children aged 5 years or younger living in your household			integer		count							
STAGES	bthbts_0520	Number of children aged 6 - 17 living in your household	Demographics/Household Makeup	Number of children aged 6 - 17 living in your household			integer		count							
STAGES	bthbts_0530	Number of adults aged 18 - 59 living in your household	Demographics/Household Makeup	Number of adults aged 18 - 59 living in your household			integer		count							
STAGES	bthbts_0540	Number of adults aged 60 years of older living in your household	Demographics/Household Makeup	Number of adults aged 60 years of older living in your household			integer		count							
STAGES	nose_0600	NOSE Total Score	General Health	NOSE Total Score		nose_0600= NOSE Total = (nose_0100+nose_0200+nose_0300+nose_0400+nose_0500)*5	integer									
STAGES	fss_1000	Fatigue Severity Scale: Total Score	General Health/Fatigue Severity Scale (FSS)	Fatigue Severity Scale: Total Score		fss_1000= FSS Total =fss_0100+fss_0200+fss_0300+fss_0400+fss_0500+fss_0600+fss_0700+fss_0800+fss_0900	integer									
STAGES	gad_0800	Generalized Anxiety Disorder-7 Questionnaire: Total Score	General Health/Generalized Anxiety Disorder Questionnaire (GAD-7)	Generalized Anxiety Disorder-7 Questionnaire: Total Score		gad_0800= GADTotal=gad_0100+gad_0200+gad_0300+gad_0400+gad_0500+gad_0600+gad_0700	integer									
STAGES	phq_1000	Patient Health Questionnaire 9: Total Score	General Health/Patient Health Questionnaire (PHQ-9)	Patient Health Questionnaire 9: Total Score		phq_1000= PHQTotal=phq_0100+phq_0200+phq_0300+phq_0400+phq_0500+phq_0600+phq_0700+phq_0800+phq_0900	integer									
WSC	vst_year	Year of polysomnography data collection	Sleep and Circadian Studies/Polysomnography/Administrative	Year of polysomnography data collection	Visit 1		integer			1123	2003.1	3.5	2002	2000	2014	-
WSC	vst_year	Year of polysomnography data collection	Sleep and Circadian Studies/Polysomnography/Administrative	Year of polysomnography data collection	Visit 2		integer			758	2006.4	2.5	2006	2001	2015	-
WSC	vst_year	Year of polysomnography data collection	Sleep and Circadian Studies/Polysomnography/Administrative	Year of polysomnography data collection	Visit 3		integer			566	2010.4	1.6	2010	2004	2015	-
WSC	vst_year	Year of polysomnography data collection	Sleep and Circadian Studies/Polysomnography/Administrative	Year of polysomnography data collection	Visit 4		integer			121	2013.1	1.3	2013	2011	2015	-
WSC	vst_year	Year of polysomnography data collection	Sleep and Circadian Studies/Polysomnography/Administrative	Year of polysomnography data collection	Visit 5		integer			2	2015	0	2015	2015	2015	-
WSC	survey_year_s1	Survey 1 Mailing Year	Administrative	Survey 1 Mailing Year	Visit 1		integer			-	-	-	-	-	-	-
WSC	survey_year_s1	Survey 1 Mailing Year	Administrative	Survey 1 Mailing Year	Visit 2		integer			-	-	-	-	-	-	-
WSC	survey_year_s1	Survey 1 Mailing Year	Administrative	Survey 1 Mailing Year	Visit 3		integer			-	-	-	-	-	-	-
WSC	survey_year_s1	Survey 1 Mailing Year	Administrative	Survey 1 Mailing Year	Visit 4		integer			-	-	-	-	-	-	-
WSC	survey_year_s1	Survey 1 Mailing Year	Administrative	Survey 1 Mailing Year	Visit 5		integer			-	-	-	-	-	-	-
WSC	survey_year_s2	Survey 2 Mailing Year	Administrative	Survey 2 Mailing Year	Visit 1		integer			-	-	-	-	-	-	-
WSC	survey_year_s2	Survey 2 Mailing Year	Administrative	Survey 2 Mailing Year	Visit 2		integer			-	-	-	-	-	-	-
WSC	survey_year_s2	Survey 2 Mailing Year	Administrative	Survey 2 Mailing Year	Visit 3		integer			-	-	-	-	-	-	-
WSC	survey_year_s2	Survey 2 Mailing Year	Administrative	Survey 2 Mailing Year	Visit 4		integer			-	-	-	-	-	-	-
WSC	survey_year_s2	Survey 2 Mailing Year	Administrative	Survey 2 Mailing Year	Visit 5		integer			-	-	-	-	-	-	-
WSC	survey_year_s3	Survey 3 Mailing Year	Administrative	Survey 3 Mailing Year	Visit 1		integer			-	-	-	-	-	-	-
WSC	survey_year_s3	Survey 3 Mailing Year	Administrative	Survey 3 Mailing Year	Visit 2		integer			-	-	-	-	-	-	-
WSC	survey_year_s3	Survey 3 Mailing Year	Administrative	Survey 3 Mailing Year	Visit 3		integer			-	-	-	-	-	-	-
WSC	survey_year_s3	Survey 3 Mailing Year	Administrative	Survey 3 Mailing Year	Visit 4		integer			-	-	-	-	-	-	-
WSC	survey_year_s3	Survey 3 Mailing Year	Administrative	Survey 3 Mailing Year	Visit 5		integer			-	-	-	-	-	-	-
ABC	bmi	Body mass index (BMI)	Anthropometry	Body mass index (BMI)	Baseline		numeric		kilograms per meter squared (kg/m2)	49	38.9	3	38.9	34.3	45.3	-
ABC	bmi	Body mass index (BMI)	Anthropometry	Body mass index (BMI)	9-Month Followup		numeric		kilograms per meter squared (kg/m2)	43	36.3	3.6	35.8	28	45.4	-
ABC	bmi	Body mass index (BMI)	Anthropometry	Body mass index (BMI)	18-Month Followup		numeric		kilograms per meter squared (kg/m2)	40	36.2	4.1	35.9	28.4	46	-
ABC	age	Age of the participant	Demographics	Age of the participant	Baseline		numeric		years	49	48.8	9.9	50	27	65	-
ABC	age	Age of the participant	Demographics	Age of the participant	9-Month Followup		numeric		years	43	50.6	9.2	52	28	65	-
ABC	age	Age of the participant	Demographics	Age of the participant	18-Month Followup		numeric		years	40	50.9	9.2	52.5	29	65	-
ABC	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Body mass index (BMI)	Baseline		numeric		kilograms per square meter	49	38.9	3	38.9	34.3	45.3	-
ABC	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Body mass index (BMI)	9-Month Followup		numeric		kilograms per square meter	-	-	-	-	-	-	-
ABC	nsrr_bmi	Body mass index (BMI)	Harmonized/Anthropometry	Body mass index (BMI)	18-Month Followup		numeric		kilograms per square meter	-	-	-	-	-	-	-
ABC	nsrr_age	Subject age	Harmonized/Demographics	Subject age	Baseline		numeric		years	49	48.8	9.9	50.2	26.8	64.6	-
ABC	nsrr_age	Subject age	Harmonized/Demographics	Subject age	9-Month Followup		numeric		years	-	-	-	-	-	-	-
ABC	nsrr_age	Subject age	Harmonized/Demographics	Subject age	18-Month Followup		numeric		years	-	-	-	-	-	-	-
ABC	nsrr_ahi_hp3u	Apnea-Hypopnea Index : (All apneas + hypopneas with >= 3% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index : (All apneas + hypopneas with >= 3% oxygen desaturation) / hour of sleep	Baseline		numeric		events per hour	49	50.1	27.2	42.7	0.9	129.5	-
ABC	nsrr_ahi_hp3u	Apnea-Hypopnea Index : (All apneas + hypopneas with >= 3% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index : (All apneas + hypopneas with >= 3% oxygen desaturation) / hour of sleep	9-Month Followup		numeric		events per hour	-	-	-	-	-	-	-
ABC	nsrr_ahi_hp3u	Apnea-Hypopnea Index : (All apneas + hypopneas with >= 3% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index : (All apneas + hypopneas with >= 3% oxygen desaturation) / hour of sleep	18-Month Followup		numeric		events per hour	-	-	-	-	-	-	-
ABC	nsrr_ahi_hp4r	Apnea-Hypopnea Index : (All apneas + hypopneas with >= 4% oxygen desaturation or with arousal) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index : (All apneas + hypopneas with >= 4% oxygen desaturation or with arousal) / hour of sleep	Baseline		numeric		events per hour	49	45	27.8	37.8	0.9	124	-
ABC	nsrr_ahi_hp4r	Apnea-Hypopnea Index : (All apneas + hypopneas with >= 4% oxygen desaturation or with arousal) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index : (All apneas + hypopneas with >= 4% oxygen desaturation or with arousal) / hour of sleep	9-Month Followup		numeric		events per hour	-	-	-	-	-	-	-
