study_name	variable_name	variable_label	folder	description	visit	domain	type
NUMOM2B	hi_pb_hp5x5n_f1t3	hi_pb_hp5x5n_f1t3Hypopnea Index (Supine): (Hypopneas with > 50% flow reduction and >= 5% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Hypopnea Index (Supine): (Hypopneas with > 50% flow reduction and >= 5% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	hi_po_hp3x0n_f1t3	hi_po_hp3x0n_f1t3Hypopnea Index (Non-Supine): (Hypopneas with > 30% flow reduction and no oxygen desaturation threshold used) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Hypopnea Index (Non-Supine): (Hypopneas with > 30% flow reduction and no oxygen desaturation threshold used) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	hi_po_hp3x2n_f1t3	hi_po_hp3x2n_f1t3Hypopnea Index (Non-Supine): (Hypopneas with > 30% flow reduction and >= 2% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Hypopnea Index (Non-Supine): (Hypopneas with > 30% flow reduction and >= 2% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	hi_po_hp3x3n_f1t3	hi_po_hp3x3n_f1t3Hypopnea Index (Non-Supine): (Hypopneas with > 30% flow reduction and >= 3% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Hypopnea Index (Non-Supine): (Hypopneas with > 30% flow reduction and >= 3% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	hi_po_hp3x4n_f1t3	hi_po_hp3x4n_f1t3Hypopnea Index (Non-Supine): (Hypopneas with > 30% flow reduction and >= 4% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Hypopnea Index (Non-Supine): (Hypopneas with > 30% flow reduction and >= 4% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	hi_po_hp3x5n_f1t3	hi_po_hp3x5n_f1t3Hypopnea Index (Non-Supine): (Hypopneas with > 30% flow reduction and >= 5% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Hypopnea Index (Non-Supine): (Hypopneas with > 30% flow reduction and >= 5% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	hi_po_hp5x2n_f1t3	hi_po_hp5x2n_f1t3Hypopnea Index (Non-Supine): (Hypopneas with > 50% flow reduction and >= 2% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Hypopnea Index (Non-Supine): (Hypopneas with > 50% flow reduction and >= 2% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	hi_po_hp5x3n_f1t3	hi_po_hp5x3n_f1t3Hypopnea Index (Non-Supine): (Hypopneas with > 50% flow reduction and >= 3% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Hypopnea Index (Non-Supine): (Hypopneas with > 50% flow reduction and >= 3% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	hi_po_hp5x4n_f1t3	hi_po_hp5x4n_f1t3Hypopnea Index (Non-Supine): (Hypopneas with > 50% flow reduction and >= 4% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Hypopnea Index (Non-Supine): (Hypopneas with > 50% flow reduction and >= 4% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	hi_po_hp5x5n_f1t3	hi_po_hp5x5n_f1t3Hypopnea Index (Non-Supine): (Hypopneas with > 50% flow reduction and >= 5% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Hypopnea Index (Non-Supine): (Hypopneas with > 50% flow reduction and >= 5% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	oai_oa0n_f1t3	oai_oa0n_f1t3Obstructive Apnea Index: (Obstructive apneas with no oxygen desaturation threshold used) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea Index: (Obstructive apneas with no oxygen desaturation threshold used) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	oai_oa4n_f1t3	oai_oa4n_f1t3Obstructive Apnea Index: (Obstructive apneas with >= 4% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea Index: (Obstructive apneas with >= 4% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	oai_pb_oa0n_f1t3	oai_pb_oa0n_f1t3Obstructive Apnea Index (Supine): (Obstructive apneas with no oxygen desaturation threshold used) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea Index (Supine): (Obstructive apneas with no oxygen desaturation threshold used) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	oai_pb_oa2n_f1t3	oai_pb_oa2n_f1t3Obstructive Apnea Index (Supine): (Obstructive apneas with >= 2% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea Index (Supine): (Obstructive apneas with >= 2% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
NUMOM2B	oai_pb_oa3n_f1t3	oai_pb_oa3n_f1t3Obstructive Apnea Index (Supine): (Obstructive apneas with >= 3% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test	Sleep Monitoring/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea Index (Supine): (Obstructive apneas with >= 3% oxygen desaturation) / hour of estimated sleep from type III home sleep apnea test		Total:3,012|Non-Hispanic White:1,842|Non-Hispanic Black:359|Hispanic:557|Asian:112|Other:142	numeric
PATS	nsrrid	nsrridNSRR subject ID	Administrative	NSRR subject ID			identifier
PATS	public_site_id	public_site_idPATS Public Site Identifier	Administrative	PATS Public Site Identifier		153:Site 153|240:Site 240|339:Site 339|584:Site 584|691:Site 691|812:Site 812|978:Site 978	choices
PATS	public_subject_id	public_subject_idPATS Public Subject Identifier	Administrative	PATS Public Subject Identifier			identifier
PATS	timepoint	timepointPATS Visit timepoint	Administrative	PATS Visit timepoint		0:Screening Visit|1:Baseline Visit|2:Month-6 Interim Visit|3:Month-12 Endpoint Visit	choices
PATS	nsrr_ahi_hp3r_aasm15	nsrr_ahi_hp3r_aasm15Apnea-Hypopnea Index : (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction and >= 3% oxygen desaturation or with arousal) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index : (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction and >= 3% oxygen desaturation or with arousal) / hour of sleep			numeric
PATS	nsrr_ahi_hp4u_aasm15	nsrr_ahi_hp4u_aasm15Apnea-Hypopnea Index : (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction with >= 4% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index : (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction with >= 4% oxygen desaturation) / hour of sleep			numeric
PATS	nsrr_oahi_hp3r_aasm15	nsrr_oahi_hp3r_aasm15Obstructive Apnea-Hypopnea Index : (Obstructive apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction and >=3% oxygen desaturation or with arousal) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Obstructive Apnea-Hypopnea Index : (Obstructive apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction and >=3% oxygen desaturation or with arousal) / hour of sleep			numeric
PATS	nsrr_begtimbd_f1	nsrr_begtimbd_f1Lights-out or In-bed clock time from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Lights-out or In-bed clock time from polysomnography			time
PATS	nsrr_begtimsp_f1	nsrr_begtimsp_f1Sleep onset time from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Sleep onset time from polysomnography			time
PATS	nsrr_endtimbd_f1	nsrr_endtimbd_f1Lights-on or out-bed clock time from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Lights-on or out-bed clock time from polysomnography			time
PATS	nsrr_pctdursp_s1	nsrr_pctdursp_s1Percentage of total sleep duration (i.e., total sleep time, TST) in stage 1 from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in stage 1 from polysomnography			numeric
PATS	nsrr_pctdursp_s2	nsrr_pctdursp_s2Percentage of total sleep duration (i.e., total sleep time, TST) in stage 2 from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in stage 2 from polysomnography			numeric
PATS	nsrr_pctdursp_s3	nsrr_pctdursp_s3Percentage of total sleep duration (i.e., total sleep time, TST) in stage 3/4 from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in stage 3/4 from polysomnography			numeric
PATS	nsrr_pctdursp_sr	nsrr_pctdursp_srPercentage of total sleep duration (i.e., total sleep time, TST) in REM from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Percentage of total sleep duration (i.e., total sleep time, TST) in REM from polysomnography			numeric
PATS	nsrr_tib_f1	nsrr_tib_f1Total In-bed Period: the interval between lights off/in-bed time and lights on/out-bed time from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Total In-bed Period: the interval between lights off/in-bed time and lights on/out-bed time from polysomnography			numeric
PATS	nsrr_tst_f1	nsrr_tst_f1Total Sleep Duration: the interval between sleep onset and sleep offset while the participant is asleep from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Total Sleep Duration: the interval between sleep onset and sleep offset while the participant is asleep from polysomnography			numeric
PATS	nsrr_ttleffsp_f1	nsrr_ttleffsp_f1Sleep Efficiency: the ratio of sleep duration (i.e., total sleep time) to in-bed period from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Sleep Efficiency: the ratio of sleep duration (i.e., total sleep time) to in-bed period from polysomnography			numeric
PATS	nsrr_ttllatsp_f1	nsrr_ttllatsp_f1Sleep Latency: the interval between lights-out/in-bed time and sleep onset from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Sleep Latency: the interval between lights-out/in-bed time and sleep onset from polysomnography			numeric
PATS	nsrr_ttlmefsp_f1	nsrr_ttlmefsp_f1Sleep Maintenance Efficiency: the proportion of total sleep duration (i.e., total sleep time) in sleep period (i.e., interval between sleep onset and offset including wake) from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Sleep Maintenance Efficiency: the proportion of total sleep duration (i.e., total sleep time) in sleep period (i.e., interval between sleep onset and offset including wake) from polysomnography			numeric
PATS	nsrr_ttlprdsp_f1	nsrr_ttlprdsp_f1Total Sleep Period: the interval between sleep onset time and sleep offset time from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Total Sleep Period: the interval between sleep onset time and sleep offset time from polysomnography			numeric
PATS	nsrr_waso_f1	nsrr_waso_f1Wake After Sleep Onset: the total duration being awake between sleep onset and lights-on/out-bed time from polysomnography	Harmonized/Polysomnography/Sleep Architecture	Wake After Sleep Onset: the total duration being awake between sleep onset and lights-on/out-bed time from polysomnography			numeric
PATS	studyinfo_randomized_date	studyinfo_randomized_dateDate randomized	Administrative	Date randomized			date
PATS	studyinfo_stopped_date	studyinfo_stopped_dateDate that participation stopped	Administrative	Date that participation stopped			date
PATS	studyinfo_surgery_date	studyinfo_surgery_dateDate of Eary Adenotonsillectomy surgery	Administrative	Date of Eary Adenotonsillectomy surgery			date
PATS	studyinfo_treat_stop_date	studyinfo_treat_stop_dateDate of treatment stop	Administrative	Date of treatment stop			date
PATS	oper_date_of_adentonsillectomy	oper_date_of_adentonsillectomyDate adentonsillectomy performed	Administrative/Operation Notes	Date adentonsillectomy performed			date
PATS	oper_form_date	oper_form_dateIntra-Operative Data Sheet date of entry	Administrative/Operation Notes	Intra-Operative Data Sheet date of entry			date
PATS	oper_surgeon_id	oper_surgeon_idSurgeon's PATS staff ID	Administrative/Operation Notes	Surgeon's PATS staff ID			text
PIMECFS	nsrrid	nsrridNSRR subject identifier	Administrative	NSRR subject identifier			identifier
PIMECFS	participantid	participantidsubject identifier	Administrative	subject identifier			identifier
PIMECFS	hip_avg_wear_time_mets	hip_avg_wear_time_metsThe mean metabolic equivalents of task (METs) for all valid days normalized to average wear time per valid day from the waist-worn device	Lifestyle and Behavioral Health/Physical Activity/Device-Based	The mean metabolic equivalents of task (METs) for all valid days normalized to average wear time per valid day from the waist-worn device			numeric
PIMECFS	hip_light_time	hip_light_timeThe mean number of light intensity minutes per valid day defined as the number of minutes with a count value > 100 and < 2020 counts per minute from the waist-worn device	Lifestyle and Behavioral Health/Physical Activity/Device-Based	The mean number of light intensity minutes per valid day defined as the number of minutes with a count value > 100 and < 2020 counts per minute from the waist-worn device			numeric
PIMECFS	hip_moderate_time	hip_moderate_timeThe mean number of moderate intensity minutes per valid day defined as the number of minutes with a count value > 2020 and < 5999 counts per minute from the waist-worn device	Lifestyle and Behavioral Health/Physical Activity/Device-Based	The mean number of moderate intensity minutes per valid day defined as the number of minutes with a count value > 2020 and < 5999 counts per minute from the waist-worn device			numeric
PIMECFS	hip_nonwear_time	hip_nonwear_timeThe mean number of minutes of scored non-wear time per valid day from the waist-worn device	Lifestyle and Behavioral Health/Physical Activity/Device-Based	The mean number of minutes of scored non-wear time per valid day from the waist-worn device			numeric
PIMECFS	hip_valid_days	hip_valid_daysThe number of valid days of wear in the assessment period defined as a any day with >10hrs/day wear time from the waist-worn device	Lifestyle and Behavioral Health/Physical Activity/Device-Based	The number of valid days of wear in the assessment period defined as a any day with >10hrs/day wear time from the waist-worn device			integer
PIMECFS	hip_vigorous_time	hip_vigorous_timeThe mean number of vigorous intensity minutes per valid day defined as the number of minutes with a count value > 5999 counts per minute from the waist-worn device	Lifestyle and Behavioral Health/Physical Activity/Device-Based	The mean number of vigorous intensity minutes per valid day defined as the number of minutes with a count value > 5999 counts per minute from the waist-worn device			numeric
PIMECFS	hip_wear_time	hip_wear_timeThe mean number of minutes of scored wear time per valid day from the waist-worn device	Lifestyle and Behavioral Health/Physical Activity/Device-Based	The mean number of minutes of scored wear time per valid day from the waist-worn device			numeric
PIMECFS	hip_weartime_sedentary_time	hip_weartime_sedentary_timeThe mean number of sedentary minutes per valid day defined as the number of minutes with a count value > 100 counts per minute from the waist-worn device	Lifestyle and Behavioral Health/Physical Activity/Device-Based	The mean number of sedentary minutes per valid day defined as the number of minutes with a count value > 100 counts per minute from the waist-worn device			numeric
PIMECFS	wrist_nonwear_time	wrist_nonwear_timeThe mean number of minutes of scored non-wear time per valid day from the wrist-worn device	Lifestyle and Behavioral Health/Physical Activity/Device-Based	The mean number of minutes of scored non-wear time per valid day from the wrist-worn device			numeric
PIMECFS	wrist_valid_days	wrist_valid_daysThe number of valid days of wear in the assessment period defined as a any day with >10hrs/day wear time from the wrist-worn device	Lifestyle and Behavioral Health/Physical Activity/Device-Based	The number of valid days of wear in the assessment period defined as a any day with >10hrs/day wear time from the wrist-worn device			integer
PIMECFS	wrist_wear_time	wrist_wear_timeThe mean number of minutes of scored wear time per valid day from the wrist-worn device	Lifestyle and Behavioral Health/Physical Activity/Device-Based	The mean number of minutes of scored wear time per valid day from the wrist-worn device			numeric
PIMECFS	elapsed_time_since_infection	elapsed_time_since_infectionElapsed Time since infection in months	Medical History	Elapsed Time since infection in months			numeric
PIMECFS	current_bedtime	current_bedtimePittsburgh Sleep Quality Index: When usually gone to bed the past month	Sleep Questionnaires/General and Sleep Disorder Screening/Pittsburgh Sleep Quality Index (PSQI)	Pittsburgh Sleep Quality Index: When usually gone to bed the past month			text
PIMECFS	current_wake_time	current_wake_timePittsburgh Sleep Quality Index: What time gotten up in the morning the past month	Sleep Questionnaires/General and Sleep Disorder Screening/Pittsburgh Sleep Quality Index (PSQI)	Pittsburgh Sleep Quality Index: What time gotten up in the morning the past month			text
PIMECFS	promis_get_things_done_sleepy	promis_get_things_done_sleepyPROMIS Sleep-Related Impairment: Had a hard time getting things done because sleepy	Sleep Questionnaires/Hypersomnia/PROMIS Sleep Related Impairment	PROMIS Sleep-Related Impairment: Had a hard time getting things done because sleepy		1:Not at all|2:A little bit|3:Somewhat|4:Quite a bit|5:Very much	choices
PIMECFS	promis_hard_time_concentrate_day	promis_hard_time_concentrate_dayPROMIS Sleep-Related Impairment: Had a hard time concentrating because of poor sleep	Sleep Questionnaires/Hypersomnia/PROMIS Sleep Related Impairment	PROMIS Sleep-Related Impairment: Had a hard time concentrating because of poor sleep		1:Not at all|2:A little bit|3:Somewhat|4:Quite a bit|5:Very much	choices
PIMECFS	promis_sleepy_daytime	promis_sleepy_daytimePROMIS Sleep-Related Impairment: Sleepy during the daytime	Sleep Questionnaires/Hypersomnia/PROMIS Sleep Related Impairment	PROMIS Sleep-Related Impairment: Sleepy during the daytime		1:Not at all|2:A little bit|3:Somewhat|4:Quite a bit|5:Very much	choices
SANDD	nsrrid	nsrridNSRR subject ID	Harmonized/Administrative	NSRR subject ID			identifier
SANDD	nsrr_age	nsrr_ageSubject age	Harmonized/Demographic	Subject age			numeric
SANDD	season	seasonSeason at time of dems data collection; calculated using defined dates for start and end of each season in each year of study	Administrative	Season at time of dems data collection; calculated using defined dates for start and end of each season in each year of study		1:Winter|2:Spring|3:Fall|4:Summer	choices
SANDD	session	sessionStudy session; refers to timepoint of data collection.	Administrative	Study session; refers to timepoint of data collection.		1:initial/baseline timepoint|2:6-month follow up|3:12 mo[1yr] follow up|4:18mo[1.5yr]|5:24mo[2yr]|6:30mo[2.5y]	choices
SANDD	neurotest_yn	neurotest_ynVariable to identify presence or absence of neuropsych testing at this time point for this participant	Clinical Data/Neurobehavioral Assessment	Variable to identify presence or absence of neuropsych testing at this time point for this participant		0:No|1:Yes	choices
SANDD	rey_copy_start	rey_copy_startRey Copy start time.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy start time.			time
SANDD	rey_copy_tcpct	rey_copy_tcpctRey Copy percentile Score: time to copy (From Rey Test booklet form completed by Rey scorer)	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy percentile Score: time to copy (From Rey Test booklet form completed by Rey scorer)		1:<=1|2:2-5|3:6-10|4:11-16|5:>16	choices
SANDD	rey_copy_tcraw	rey_copy_tcrawRey Copy Raw Score: time to copy (From Rey Test booklet form completed by Rey scorer)	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy Raw Score: time to copy (From Rey Test booklet form completed by Rey scorer)			numeric
SANDD	rey_copy_time	rey_copy_timeRey Copy time to completion.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Copy time to completion.			time
SANDD	rey_ir_end	rey_ir_endRey Immediate Recall end time.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Immediate Recall end time.			time
SANDD	rey_ir_time	rey_ir_timeRey Immediate Recall time to completion.	Clinical Data/Neurobehavioral Assessment/Rey Complex Figure Test and Recognition Trial	Rey Immediate Recall time to completion.			time
SANDD	strpend	strpendStroop end time.	Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test	Stroop end time.			time
SANDD	strpstrt	strpstrtStroop start time.	Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test	Stroop start time.			time
SANDD	trails_end	trails_endTrail-making test end time.	Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test	Trail-making test end time.			time
SANDD	trails_strt	trails_strtTrail-making test start time.	Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test	Trail-making test start time.			time
SANDD	yearsdiff_bslfinal	yearsdiff_bslfinalDifference in time between baseline admin and final admin; in years with decimal	Clinical Data/Neurobehavioral Assessment/Stroop Color and Word Test	Difference in time between baseline admin and final admin; in years with decimal			numeric
SANDD	fasend	fasendVerbal Fluency Test-FAS end time.	Clinical Data/Neurobehavioral Assessment/Verbal Fluency Task FAS Test	Verbal Fluency Test-FAS end time.			time
SANDD	fastart	fastartVerbal Fluency Test-FAS start time.	Clinical Data/Neurobehavioral Assessment/Verbal Fluency Task FAS Test	Verbal Fluency Test-FAS start time.			time
SHINE	nsrrid	nsrridNSRR subject identifier	Administrative	NSRR subject identifier			identifier
SHINE	visitanthro	visitanthroStudy Visit - Anthropometry Only	Administrative	Study Visit - Anthropometry Only		0:Birth Data|1:Visit 1|2:Visit 2|3:Visit 3|4:Visit 4|97:Survey Data|98:NA|99:EHR Data	string
SHINE	brstmilk_mom	brstmilk_momNumber of times child usually fed breast milk in a 24-hour period (in the past week)	Lifestyle and Behavioral Health	Number of times child usually fed breast milk in a 24-hour period (in the past week)		1:1 to 2 times|2:3 times|3:4 times|4:5 times|5:6 times|6:7 times|7:8 or more times	choices
SHINE	childcaretime_mom	childcaretime_momHours the child spent in childcare in the past 7 days	Lifestyle and Behavioral Health	Hours the child spent in childcare in the past 7 days			numeric
SHINE	feed1_mom	feed1_momChild's age when stopped breastfeeding	Lifestyle and Behavioral Health	Child's age when stopped breastfeeding			numeric
SHINE	feed1time_mom	feed1time_momUnits for child's age when stopped breastfeeding	Lifestyle and Behavioral Health	Units for child's age when stopped breastfeeding		1:Days|2:Weeks|3:Months	choices
SHINE	solidfoodagedw_mom	solidfoodagedw_momTime units for age of baby receiving solid food	Lifestyle and Behavioral Health/Diet	Time units for age of baby receiving solid food		1:Days|2:Weeks|3:Months	choices
SHINE	babyscream_mom	babyscream_momThe baby has ever had times when they appears to be in agony, screams, draws their legs up to their body, and can't be calmed	Lifestyle and Behavioral Health/Infant and Child Behavioral Health	The baby has ever had times when they appears to be in agony, screams, draws their legs up to their body, and can't be calmed		0:No|1:Yes	choices
SHINE	behavior20_mom	behavior20_momChild takes a long time to feel comfortable in new places or situations (such as visiting distant relatives or new friends)	Lifestyle and Behavioral Health/Infant and Child Behavioral Health	Child takes a long time to feel comfortable in new places or situations (such as visiting distant relatives or new friends)		1:Never|2:Sometimes|3:Often	choices
SHINE	behavior46_mom	behavior46_momAfter having a problem, the child will stay disappointed for a long time	Lifestyle and Behavioral Health/Infant and Child Behavioral Health	After having a problem, the child will stay disappointed for a long time		1:Never|2:Sometimes|3:Often	choices
SHINE	behavior59_mom	behavior59_momChild has trouble remembering something, even after a brief period of time	Lifestyle and Behavioral Health/Infant and Child Behavioral Health	Child has trouble remembering something, even after a brief period of time		1:Never|2:Sometimes|3:Often	choices
SHHS	nsrrid	nsrridNSRR Subject ID	Administrative	NSRR Subject ID			identifier
SHHS	height	heightHeight (Sleep Heart Health Study Visit One (SHHS1))	Anthropometry	Height (Sleep Heart Health Study Visit One (SHHS1))			numeric
SHHS	hip	hipHip Circumference (Sleep Heart Health Study Visit One (SHHS1))	Anthropometry	Hip Circumference (Sleep Heart Health Study Visit One (SHHS1))			numeric
SHHS	pm207	pm207Height (Sleep Heart Health Study Visit Two (SHHS2))	Anthropometry	Height (Sleep Heart Health Study Visit Two (SHHS2))			numeric
SHHS	waist	waistWaist Circumference (Sleep Heart Health Study Visit One (SHHS1))	Anthropometry	Waist Circumference (Sleep Heart Health Study Visit One (SHHS1))			numeric
SHHS	afibincident	afibincidentIncident Atrial Fibrillation (AF) after SHHS Visit 1	Clinical Data/Incident Outcomes/Cardiovascular Diseases	Incident Atrial Fibrillation (AF) after SHHS Visit 1		0:No|1:Yes	choices
SHHS	ethnicity	ethnicityEthnicity (Hispanic or Latino) of the participant	Demographics	Ethnicity (Hispanic or Latino) of the participant		1:Hispanic or Latino|2:Not Hispanic or Latino	choices
SHHS	age_category_s1	age_category_s1Age at Sleep Heart Health Study Visit One (SHHS1)	Demographics/SHHS1	Age at Sleep Heart Health Study Visit One (SHHS1)		5:35-44 years|6:45-54 years|7:55-64 years|8:65-74 years|9:75-84 years|10:85 years or older	choices
SHHS	age_s1	age_s1Age at Sleep Heart Health Study Visit One (SHHS1)	Demographics/SHHS1	Age at Sleep Heart Health Study Visit One (SHHS1)			numeric
SHHS	age_category_s2	age_category_s2Age at  Sleep Heart Health Study Visit Two (SHHS2)	Demographics/SHHS2	Age at Sleep Heart Health Study Visit Two (SHHS2)		5:35-44 years|6:45-54 years|7:55-64 years|8:65-74 years|9:75-84 years|10:85 years or older	choices
SHHS	age_s2	age_s2Age at Sleep Heart Health Study Visit Two (SHHS2)	Demographics/SHHS2	Age at Sleep Heart Health Study Visit Two (SHHS2)			numeric
SHHS	nsrr_age_gt89	nsrr_age_gt89Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years	Harmonized/Demographics	Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years		no:no|yes:yes	choices
SHHS	nsrr_ahi_hp3r_aasm15	nsrr_ahi_hp3r_aasm15Apnea-Hypopnea Index : (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction and >= 3% oxygen desaturation or with arousal) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index : (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction and >= 3% oxygen desaturation or with arousal) / hour of sleep			numeric
SHHS	nsrr_ahi_hp4u_aasm15	nsrr_ahi_hp4u_aasm15Apnea-Hypopnea Index : (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction with >= 4% oxygen desaturation) / hour of sleep	Harmonized/Polysomnography/Apnea-Hypopnea Indices	Apnea-Hypopnea Index : (All apneas + hypopneas with >=30% nasal cannula [or alternative sensor] reduction with >= 4% oxygen desaturation) / hour of sleep			numeric
