study_name	variable_name	variable_label	folder	description	visit	domain	type	total_subjects	units	n	mean	stddev	median	min	max	unknown
ABC	giqli_phys	giqli_physGastrointestinal Quality of Life Index: Physical function subscore	General Health/Gastrointestinal Quality of Life Index	Gastrointestinal Quality of Life Index: Physical function subscore	Baseline		numeric			49	14.4	6.3	15.0	1.0	26.0	-
ABC	giqli_phys	giqli_physGastrointestinal Quality of Life Index: Physical function subscore	General Health/Gastrointestinal Quality of Life Index	Gastrointestinal Quality of Life Index: Physical function subscore	9-Month Followup		numeric			43	18.4	7.2	20.0	4.0	27.0	-
ABC	giqli_phys	giqli_physGastrointestinal Quality of Life Index: Physical function subscore	General Health/Gastrointestinal Quality of Life Index	Gastrointestinal Quality of Life Index: Physical function subscore	18-Month Followup		numeric			40	19.3	5.7	20.0	7.0	27.0	-
ABC	giqli_phys_w	giqli_phys_wGastrointestinal Quality of Life Index: Physical function subscore (weighted)	General Health/Gastrointestinal Quality of Life Index	Gastrointestinal Quality of Life Index: Physical function subscore (weighted)	Baseline		numeric			49	2.1	0.9	2.1	0.1	3.7	-
ABC	giqli_phys_w	giqli_phys_wGastrointestinal Quality of Life Index: Physical function subscore (weighted)	General Health/Gastrointestinal Quality of Life Index	Gastrointestinal Quality of Life Index: Physical function subscore (weighted)	9-Month Followup		numeric			43	2.6	1.0	2.9	0.6	3.9	-
ABC	giqli_phys_w	giqli_phys_wGastrointestinal Quality of Life Index: Physical function subscore (weighted)	General Health/Gastrointestinal Quality of Life Index	Gastrointestinal Quality of Life Index: Physical function subscore (weighted)	18-Month Followup		numeric			40	2.8	0.8	2.9	1.0	3.9	-
ABC	giqli_social	giqli_socialGastrointestinal Quality of Life Index: Social function subscore	General Health/Gastrointestinal Quality of Life Index	Gastrointestinal Quality of Life Index: Social function subscore	Baseline		numeric			49	9.9	2.3	11.0	5.0	13.0	-
ABC	giqli_social	giqli_socialGastrointestinal Quality of Life Index: Social function subscore	General Health/Gastrointestinal Quality of Life Index	Gastrointestinal Quality of Life Index: Social function subscore	9-Month Followup		numeric			43	10.9	2.2	12.0	5.0	15.0	-
ABC	giqli_social	giqli_socialGastrointestinal Quality of Life Index: Social function subscore	General Health/Gastrointestinal Quality of Life Index	Gastrointestinal Quality of Life Index: Social function subscore	18-Month Followup		numeric			40	10.8	1.9	11.0	7.0	14.0	-
ABC	giqli_social_w	giqli_social_wGastrointestinal Quality of Life Index: Social function subscore (weighted)	General Health/Gastrointestinal Quality of Life Index	Gastrointestinal Quality of Life Index: Social function subscore (weighted)	Baseline		numeric			49	2.5	0.6	2.8	1.3	3.3	-
ABC	giqli_social_w	giqli_social_wGastrointestinal Quality of Life Index: Social function subscore (weighted)	General Health/Gastrointestinal Quality of Life Index	Gastrointestinal Quality of Life Index: Social function subscore (weighted)	9-Month Followup		numeric			43	2.7	0.6	3.0	1.3	3.8	-
ABC	giqli_social_w	giqli_social_wGastrointestinal Quality of Life Index: Social function subscore (weighted)	General Health/Gastrointestinal Quality of Life Index	Gastrointestinal Quality of Life Index: Social function subscore (weighted)	18-Month Followup		numeric			40	2.7	0.5	2.8	1.8	3.5	-
ABC	giqli_studyvisit	giqli_studyvisitStudy ID	General Health/Gastrointestinal Quality of Life Index	Study ID	Baseline		numeric			49	0.0	0.0	0.0	0.0	0.0	-
ABC	giqli_studyvisit	giqli_studyvisitStudy ID	General Health/Gastrointestinal Quality of Life Index	Study ID	9-Month Followup		numeric			43	9.0	0.0	9.0	9.0	9.0	-
ABC	giqli_studyvisit	giqli_studyvisitStudy ID	General Health/Gastrointestinal Quality of Life Index	Study ID	18-Month Followup		numeric			40	18.0	0.0	18.0	18.0	18.0	-
ABC	giqli_symp	giqli_sympGastrointestinal Quality of Life Index: Symptoms subscore	General Health/Gastrointestinal Quality of Life Index	Gastrointestinal Quality of Life Index: Symptoms subscore	Baseline		numeric			49	63.0	9.7	65.0	21.0	74.0	-
ABC	giqli_symp	giqli_sympGastrointestinal Quality of Life Index: Symptoms subscore	General Health/Gastrointestinal Quality of Life Index	Gastrointestinal Quality of Life Index: Symptoms subscore	9-Month Followup		numeric			43	63.9	7.6	65.0	42.0	76.0	-
ABC	giqli_symp	giqli_sympGastrointestinal Quality of Life Index: Symptoms subscore	General Health/Gastrointestinal Quality of Life Index	Gastrointestinal Quality of Life Index: Symptoms subscore	18-Month Followup		numeric			40	62.8	8.5	65.0	41.0	75.0	-
ABC	giqli_symp_w	giqli_symp_wGastrointestinal Quality of Life Index: Symptoms subscore (weighted)	General Health/Gastrointestinal Quality of Life Index	Gastrointestinal Quality of Life Index: Symptoms subscore (weighted)	Baseline		numeric			49	3.3	0.5	3.4	1.1	3.9	-
ABC	giqli_symp_w	giqli_symp_wGastrointestinal Quality of Life Index: Symptoms subscore (weighted)	General Health/Gastrointestinal Quality of Life Index	Gastrointestinal Quality of Life Index: Symptoms subscore (weighted)	9-Month Followup		numeric			43	3.4	0.4	3.4	2.2	4.0	-
ABC	giqli_symp_w	giqli_symp_wGastrointestinal Quality of Life Index: Symptoms subscore (weighted)	General Health/Gastrointestinal Quality of Life Index	Gastrointestinal Quality of Life Index: Symptoms subscore (weighted)	18-Month Followup		numeric			40	3.3	0.4	3.4	2.2	4.0	-
ABC	giqli_total	giqli_totalGastrointestinal Quality of Life Index: Global score	General Health/Gastrointestinal Quality of Life Index	Gastrointestinal Quality of Life Index: Global score	Baseline		numeric			49	104.2	17.3	107.0	35.0	131.0	-
ABC	giqli_total	giqli_totalGastrointestinal Quality of Life Index: Global score	General Health/Gastrointestinal Quality of Life Index	Gastrointestinal Quality of Life Index: Global score	9-Month Followup		numeric			43	110.6	17.0	116.0	68.0	135.0	-
ABC	giqli_total	giqli_totalGastrointestinal Quality of Life Index: Global score	General Health/Gastrointestinal Quality of Life Index	Gastrointestinal Quality of Life Index: Global score	18-Month Followup		numeric			40	110.6	15.8	113.5	74.0	134.0	-
ABC	giqli_total_w	giqli_total_wGastrointestinal Quality of Life Index: Global score (weighted)	General Health/Gastrointestinal Quality of Life Index	Gastrointestinal Quality of Life Index: Global score (weighted)	Baseline		numeric			49	10.5	2.1	10.9	3.3	14.0	-
ABC	giqli_total_w	giqli_total_wGastrointestinal Quality of Life Index: Global score (weighted)	General Health/Gastrointestinal Quality of Life Index	Gastrointestinal Quality of Life Index: Global score (weighted)	9-Month Followup		numeric			43	11.5	2.2	12.3	5.9	14.2	-
ABC	giqli_total_w	giqli_total_wGastrointestinal Quality of Life Index: Global score (weighted)	General Health/Gastrointestinal Quality of Life Index	Gastrointestinal Quality of Life Index: Global score (weighted)	18-Month Followup		numeric			40	11.6	1.8	12.0	7.8	14.1	-
ABC	ahi_ap0uhp3x4r_f1t1	ahi_ap0uhp3x4r_f1t1Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation or with arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation or with arousal) / hour of sleep from type I polysomnography	Baseline		numeric		events per hour	49	45.0	27.8	37.8	0.9	124.0	-
ABC	ahi_ap0uhp3x4r_f1t1	ahi_ap0uhp3x4r_f1t1Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation or with arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation or with arousal) / hour of sleep from type I polysomnography	9-Month Followup		numeric		events per hour	43	33.8	28.4	24.8	3.3	115.6	-
ABC	ahi_ap0uhp3x4r_f1t1	ahi_ap0uhp3x4r_f1t1Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation or with arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Apnea-Hypopnea Index: (All apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 4% oxygen desaturation or with arousal) / hour of sleep from type I polysomnography	18-Month Followup		numeric		events per hour	40	31.4	22.6	25.0	3.1	82.0	-
ABC	avglvlhr_f1t1	avglvlhr_f1t1Average heart rate during total sleep duration from type I polysomnography	Sleep Monitoring/Polysomnography	Average heart rate during total sleep duration from type I polysomnography	Baseline		numeric		beats per minute (bpm)	49	70.6	9.2	71.0	48.0	96.0	-
ABC	avglvlhr_f1t1	avglvlhr_f1t1Average heart rate during total sleep duration from type I polysomnography	Sleep Monitoring/Polysomnography	Average heart rate during total sleep duration from type I polysomnography	9-Month Followup		numeric		beats per minute (bpm)	43	67.3	10.4	66.0	53.0	96.0	-
ABC	avglvlhr_f1t1	avglvlhr_f1t1Average heart rate during total sleep duration from type I polysomnography	Sleep Monitoring/Polysomnography	Average heart rate during total sleep duration from type I polysomnography	18-Month Followup		numeric		beats per minute (bpm)	40	66.5	10.4	65.5	52.0	94.0	-
ABC	avglvlsa_f1t1	avglvlsa_f1t1Average oxygen saturation level in total sleep duration from type I polysomnography	Sleep Monitoring/Polysomnography	Average oxygen saturation level in total sleep duration from type I polysomnography	Baseline		numeric		percent (%)	49	92.4	2.5	92.9	85.9	96.9	-
ABC	avglvlsa_f1t1	avglvlsa_f1t1Average oxygen saturation level in total sleep duration from type I polysomnography	Sleep Monitoring/Polysomnography	Average oxygen saturation level in total sleep duration from type I polysomnography	9-Month Followup		numeric		percent (%)	43	93.6	1.7	94.0	88.8	96.0	-
ABC	avglvlsa_f1t1	avglvlsa_f1t1Average oxygen saturation level in total sleep duration from type I polysomnography	Sleep Monitoring/Polysomnography	Average oxygen saturation level in total sleep duration from type I polysomnography	18-Month Followup		numeric		percent (%)	40	93.8	1.8	94.0	87.9	97.0	-
ABC	cahi_ca0uhp3x3u_f1t1	cahi_ca0uhp3x3u_f1t1Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 3% desaturation and with or without arousal) / hour of sleep from type I polysomnography from type I polysomnography	Sleep Monitoring/Polysomnography	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 3% desaturation and with or without arousal) / hour of sleep from type I polysomnography from type I polysomnography	Baseline		numeric		events per hour	49	38.1	16.4	36.4	0.9	72.1	-
ABC	cahi_ca0uhp3x3u_f1t1	cahi_ca0uhp3x3u_f1t1Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 3% desaturation and with or without arousal) / hour of sleep from type I polysomnography from type I polysomnography	Sleep Monitoring/Polysomnography	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 3% desaturation and with or without arousal) / hour of sleep from type I polysomnography from type I polysomnography	9-Month Followup		numeric		events per hour	43	28.7	18.0	24.5	5.1	88.0	-
ABC	cahi_ca0uhp3x3u_f1t1	cahi_ca0uhp3x3u_f1t1Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 3% desaturation and with or without arousal) / hour of sleep from type I polysomnography from type I polysomnography	Sleep Monitoring/Polysomnography	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 3% desaturation and with or without arousal) / hour of sleep from type I polysomnography from type I polysomnography	18-Month Followup		numeric		events per hour	40	30.1	20.2	28.1	4.1	80.2	-
ABC	cahi_ca0uhp3x4r_f1t1	cahi_ca0uhp3x4r_f1t1Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 4% desaturation or with arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 4% desaturation or with arousal) / hour of sleep from type I polysomnography	Baseline		numeric		events per hour	49	32.9	16.2	29.8	0.9	64.6	-
ABC	cahi_ca0uhp3x4r_f1t1	cahi_ca0uhp3x4r_f1t1Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 4% desaturation or with arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 4% desaturation or with arousal) / hour of sleep from type I polysomnography	9-Month Followup		numeric		events per hour	43	24.8	16.9	21.2	3.3	81.8	-
ABC	cahi_ca0uhp3x4r_f1t1	cahi_ca0uhp3x4r_f1t1Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 4% desaturation or with arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Central Apnea-Hypopnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with > 4% desaturation or with arousal) / hour of sleep from type I polysomnography	18-Month Followup		numeric		events per hour	40	25.7	18.4	22.5	3.1	76.4	-
ABC	cai_ca0u_f1t1	cai_ca0u_f1t1Central Apnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Central Apnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type I polysomnography	Baseline		numeric		events per hour	49	0.8	1.9	0.0	0.0	7.5	-
ABC	cai_ca0u_f1t1	cai_ca0u_f1t1Central Apnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Central Apnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type I polysomnography	9-Month Followup		numeric		events per hour	43	0.8	3.7	0.0	0.0	24.0	-
ABC	cai_ca0u_f1t1	cai_ca0u_f1t1Central Apnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Central Apnea Index: (Central apneas with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type I polysomnography	18-Month Followup		numeric		events per hour	40	0.8	2.2	0.2	0.0	12.9	-
ABC	hi_hp3x0u_f1t1	hi_hp3x0u_f1t1Hypopnea Index: (hypopneas with > 30% flow reduction and with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Hypopnea Index: (hypopneas with > 30% flow reduction and with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type I polysomnography	Baseline		numeric		events per hour	49	44.7	19.3	46.2	2.4	82.2	-
ABC	hi_hp3x0u_f1t1	hi_hp3x0u_f1t1Hypopnea Index: (hypopneas with > 30% flow reduction and with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Hypopnea Index: (hypopneas with > 30% flow reduction and with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type I polysomnography	9-Month Followup		numeric		events per hour	43	37.4	18.6	33.8	9.7	93.2	-
ABC	hi_hp3x0u_f1t1	hi_hp3x0u_f1t1Hypopnea Index: (hypopneas with > 30% flow reduction and with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Hypopnea Index: (hypopneas with > 30% flow reduction and with no oxygen desaturation threshold used and with or without arousal) / hour of sleep from type I polysomnography	18-Month Followup		numeric		events per hour	40	35.3	20.9	32.5	6.2	84.7	-
ABC	minlvlsa_f1t1	minlvlsa_f1t1Minimum oxygen saturation level in total sleep duration from type I polysomnography	Sleep Monitoring/Polysomnography	Minimum oxygen saturation level in total sleep duration from type I polysomnography	Baseline		numeric		percent (%)	49	77.2	7.5	80.0	60.0	90.0	-
ABC	minlvlsa_f1t1	minlvlsa_f1t1Minimum oxygen saturation level in total sleep duration from type I polysomnography	Sleep Monitoring/Polysomnography	Minimum oxygen saturation level in total sleep duration from type I polysomnography	9-Month Followup		numeric		percent (%)	43	81.3	6.6	82.0	60.0	92.0	-
ABC	minlvlsa_f1t1	minlvlsa_f1t1Minimum oxygen saturation level in total sleep duration from type I polysomnography	Sleep Monitoring/Polysomnography	Minimum oxygen saturation level in total sleep duration from type I polysomnography	18-Month Followup		numeric		percent (%)	40	79.9	13.1	83.0	7.0	90.0	-
ABC	oahi_oa0uhp3x3u_f1t1	oahi_oa0uhp3x3u_f1t1Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation  and with or without arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation and with or without arousal) / hour of sleep from type I polysomnography	Baseline		numeric		events per hour	49	49.3	26.8	42.7	0.7	129.5	-
ABC	oahi_oa0uhp3x3u_f1t1	oahi_oa0uhp3x3u_f1t1Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation  and with or without arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation and with or without arousal) / hour of sleep from type I polysomnography	9-Month Followup		numeric		events per hour	43	36.9	28.3	28.2	5.1	112.2	-
ABC	oahi_oa0uhp3x3u_f1t1	oahi_oa0uhp3x3u_f1t1Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation  and with or without arousal) / hour of sleep from type I polysomnography	Sleep Monitoring/Polysomnography	Obstructive Apnea-Hypopnea Index: (Obstructive apneas with no oxygen desaturation threshold used and with or without arousal + hypopneas with > 30% flow reduction and with >= 3% oxygen desaturation and with or without arousal) / hour of sleep from type I polysomnography	18-Month Followup		numeric		events per hour	40	34.9	23.6	28.5	4.1	87.2	-
