study_name	variable_name	variable_label	bdchm_class	CURIE	folder	description	domain	type
ANSWERS	inq_4	Interpersonal Needs Questionnaire: These days, I think my death would be a relief to the people in my life	QuestionnaireResponse		General Health/Interpersonal Needs Questionnaire	Item from the Interpersonal Needs Questionnaire.Van Orden et al, 2006 (PubMed ID: 21928908)Original text: Please respond to each question by using your own current beliefs and experiences, NOT what you think is true in general, or what might be true for other people. Please base your responses on how you've been feeling recently. Use the rating scale to find the number that best matches how you feel and circle that number. There are no right or wrong answers: we are interested in what you think and feel.Search for all Interpersonal Needs Questionnaire variables within this dataset	1:1 Not at all true for me|2:2|3:3|4:4 Somewhat true for me|5:5|6:6|7:7 Very true for me	choices
ANSWERS	inq_5	Interpersonal Needs Questionnaire: These days, I think the people in my life wish they could be rid of me	QuestionnaireResponse		General Health/Interpersonal Needs Questionnaire	Item from the Interpersonal Needs Questionnaire.Van Orden et al, 2006 (PubMed ID: 21928908)Original text: Please respond to each question by using your own current beliefs and experiences, NOT what you think is true in general, or what might be true for other people. Please base your responses on how you've been feeling recently. Use the rating scale to find the number that best matches how you feel and circle that number. There are no right or wrong answers: we are interested in what you think and feel.Search for all Interpersonal Needs Questionnaire variables within this dataset	1:1 Not at all true for me|2:2|3:3|4:4 Somewhat true for me|5:5|6:6|7:7 Very true for me	choices
ANSWERS	inq_6	Interpersonal Needs Questionnaire: These days, I think I make things worse for the people in my life	QuestionnaireResponse		General Health/Interpersonal Needs Questionnaire	Item from the Interpersonal Needs Questionnaire.Van Orden et al, 2006 (PubMed ID: 21928908)Original text: Please respond to each question by using your own current beliefs and experiences, NOT what you think is true in general, or what might be true for other people. Please base your responses on how you've been feeling recently. Use the rating scale to find the number that best matches how you feel and circle that number. There are no right or wrong answers: we are interested in what you think and feel.Search for all Interpersonal Needs Questionnaire variables within this dataset	1:1 Not at all true for me|2:2|3:3|4:4 Somewhat true for me|5:5|6:6|7:7 Very true for me	choices
ANSWERS	inq_7	Interpersonal Needs Questionnaire: These days, other people care about me	QuestionnaireResponse		General Health/Interpersonal Needs Questionnaire	Item from the Interpersonal Needs Questionnaire.Van Orden et al, 2006 (PubMed ID: 21928908)Original text: Please respond to each question by using your own current beliefs and experiences, NOT what you think is true in general, or what might be true for other people. Please base your responses on how you've been feeling recently. Use the rating scale to find the number that best matches how you feel and circle that number. There are no right or wrong answers: we are interested in what you think and feel.Search for all Interpersonal Needs Questionnaire variables within this dataset	1:1 Not at all true for me|2:2|3:3|4:4 Somewhat true for me|5:5|6:6|7:7 Very true for me	choices
ANSWERS	inq_8	Interpersonal Needs Questionnaire: These days, I feel like I belong	QuestionnaireResponse		General Health/Interpersonal Needs Questionnaire	Item from the Interpersonal Needs Questionnaire.Van Orden et al, 2006 (PubMed ID: 21928908)Original text: Please respond to each question by using your own current beliefs and experiences, NOT what you think is true in general, or what might be true for other people. Please base your responses on how you've been feeling recently. Use the rating scale to find the number that best matches how you feel and circle that number. There are no right or wrong answers: we are interested in what you think and feel.Search for all Interpersonal Needs Questionnaire variables within this dataset	1:1 Not at all true for me|2:2|3:3|4:4 Somewhat true for me|5:5|6:6|7:7 Very true for me	choices
ANSWERS	inq_9	Interpersonal Needs Questionnaire: These days, I rarely interact with people who care about me	QuestionnaireResponse		General Health/Interpersonal Needs Questionnaire	Item from the Interpersonal Needs Questionnaire.Van Orden et al, 2006 (PubMed ID: 21928908)Original text: Please respond to each question by using your own current beliefs and experiences, NOT what you think is true in general, or what might be true for other people. Please base your responses on how you've been feeling recently. Use the rating scale to find the number that best matches how you feel and circle that number. There are no right or wrong answers: we are interested in what you think and feel.Search for all Interpersonal Needs Questionnaire variables within this dataset	1:1 Not at all true for me|2:2|3:3|4:4 Somewhat true for me|5:5|6:6|7:7 Very true for me	choices
ANSWERS	nsrr_age_gt89	Indicates whether the subject's age (in years) used during date obfuscation is greater than 89 years	Demography	OBA:0000052	Harmonized/Demographics	Harmonized by the NSRR team to align withTOPMedandBioDataCatalyst standards. Source:age	no:no|yes:yes	choices
ANSWERS	nsrr_current_smoker	Currently smoking cigarettes	Exposure	OMOP:4041306	Harmonized/Lifestyle and Behavioral Health	Indicates whether subject ever regularly smoked cigarettes.Harmonized by the NSRR team to align withTOPMedandBioDataCatalyst standards. Source:subs_tob_1	no:no|yes:yes	choices
ANSWERS	nsrr_ethnicity	Subject ethnicity	Demography		Harmonized/Demographics	Harmonized by the NSRR team to align with�TOPMed�and�BioDataCatalyst standards. Source:�ethnicity	hispanic or latino: hispanic or latino|not hispanic or latino: not hispanic or latino|not reported: not reported	choices
ANSWERS	nsrr_ever_smoker	Ever smoked cigarettes	Exposure	OMOP:4041306	Harmonized/Lifestyle and Behavioral Health	Indicates whether subject currently smokes cigarettes.Harmonized by the NSRR team to align withTOPMedandBioDataCatalyst standards. Source:subs_tob_1	no:no|yes:yes	choices
ANSWERS	nsrr_race	Subject race	Demography		Harmonized/Demographics	Harmonized by the NSRR team to align withTOPMedandBioDataCatalyst standards. Source:race	white:white|asian:asian|hispanic:hispanic|multiple:multiple|other:other|unknown:unknown	choices
ANSWERS	nsrr_sex	Subject sex	Demography		Harmonized/Demographics	Harmonized by the NSRR team to align withTOPMedandBioDataCatalyst standards. Source:sex	female:female|male:male	choices
ANSWERS	nssi_3mo	Columbia Suicide Severity Ratings Scale Summary Value: Non-suicidal self harm in past 3 months	MeasurementObservation		General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)	Summary item from a modified version of the CSSRS Questionnaire.Salvi 2019 (PMID: 31039299)Formula: Yes ifcssrs_3mo_7, no otherwiseSearch for all CSSRS Questionnaire variables within this dataset	Yes:Yes|No:No	choices
ANSWERS	nssi_lf	Columbia Suicide Severity Ratings Scale Summary Value: Non-suicidal self harm in lifetime	MeasurementObservation		General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)	Summary item from a modified version of the CSSRS Questionnaire.Salvi 2019 (PMID: 31039299)Formula: Yes ifcssrs_lf_7, no otherwiseSearch for all CSSRS Questionnaire variables within this dataset	Yes:Yes|No:No	choices
ANSWERS	orientation	Please describe your sexual orientation:	Demography		Demographics		Heterosexual:Heterosexual|Homosexual:Homosexual (lesbian or gay)|Bisexual:Bisexual|Other:Asexual or other	choices
ANSWERS	race	What is your race (select all that apply)?	Demography		Demographics		White:White / Caucasian|Black:Black / African American|Native:Native American / Alaska Native|Multiracial:Multiracial|Islander:Native Hawaiian / Pacific Islander|Asian:Asian American	choices
ANSWERS	sa_3mo	Columbia Suicide Severity Ratings Scale Summary Value: Suicide attempt in past 3 months	MeasurementObservation		General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)	Summary item from a modified version of the CSSRS Questionnaire.Salvi 2019 (PMID: 31039299)Formula: Yes ifcssrs_3mo_8, no otherwiseSearch for all CSSRS Questionnaire variables within this dataset	Yes:Yes|No:No	choices
ANSWERS	sa_lf	Columbia Suicide Severity Ratings Scale Summary Value: Suicide attempt in lifetime	MeasurementObservation		General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)	Summary item from a modified version of the CSSRS Questionnaire.Salvi 2019 (PMID: 31039299)Formula: Yes ifcssrs_lf_8, no otherwiseSearch for all CSSRS Questionnaire variables within this dataset	Yes:Yes|No:No	choices
ANSWERS	sex	What is your sex?	Demography		Demographics		Male:Male|Female:Female	choices
ANSWERS	si_3mo_yn	Columbia Suicide Severity Ratings Scale Summary Value: Suicidal ideation yes/no in last 3 months	MeasurementObservation		General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)	Summary item from a modified version of the CSSRS Questionnaire.Salvi 2019 (PMID: 31039299)Formula: Yes if 1 forcssrs_3mo_1orcssrs_3mo_2, No otherwiseSearch for all CSSRS Questionnaire variables within this dataset	Yes:Yes|No:No	choices
ANSWERS	si_lf_yn	Columbia Suicide Severity Ratings Scale Summary Value: Suicidal ideation yes/no in lifetime	MeasurementObservation		General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)	Summary item from a modified version of the CSSRS Questionnaire.Salvi 2019 (PMID: 31039299)Formula: Yes if 1 forcssrs_lf_1orcssrs_lf_2, No otherwiseSearch for all CSSRS Questionnaire variables within this dataset	Yes:Yes|No:No	choices
ANSWERS	sp_3mo	Columbia Suicide Severity Ratings Scale Summary Value: Suicide planning in past 3 months	MeasurementObservation		General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)	Summary item from a modified version of the CSSRS Questionnaire.Salvi 2019 (PMID: 31039299)Formula: Yes ifcssrs_3mo_6, no otherwiseSearch for all CSSRS Questionnaire variables within this dataset	Yes:Yes|No:No	choices
ANSWERS	sp_lf	Columbia Suicide Severity Ratings Scale Summary Value: Suicide planning in lifetime	MeasurementObservation		General Health/Columbia Suicide Severity Ratings Scale - Modified (CSSRS)	Summary item from a modified version of the CSSRS Questionnaire.Salvi 2019 (PMID: 31039299)Formula: Yes ifcssrs_lf_6, no otherwiseSearch for all CSSRS Questionnaire variables within this dataset	Yes:Yes|No:No	choices
ANSWERS	transgender	Are you transgender?	Demography		Demographics		No:No|Yes:Yes	choices
ANSWERS	upps_1	Short UPPS-P Impulsive Behavior Scale: I generally like to see things through to the end	QuestionnaireResponse		General Health/Short UPPS-P Impulsive Behavior Scale	Item from the Short UPPS-P Impulsive Behavior Scale with a range of 1 (Strongly Agree) to 4 (Strongly Disagree). Reverse coded so higher scores indicate more impulsivity.Cyders et al 2014 (PMID: 24636739)Question text: For each statement, please indicate how much you agree or disagree with the statement.Search for all Short UPPS-P Impulsive Behavior Scale variables within this dataset	1:Agree strongly|2:Agree some|3:Disagree some|4:Disagree strongly	choices
ANSWERS	upps_10	Short UPPS-P Impulsive Behavior Scale: I tend to lose control when I am in a great mood	QuestionnaireResponse		General Health/Short UPPS-P Impulsive Behavior Scale	Item from the Short UPPS-P Impulsive Behavior Scale with a range of 1 (Strongly Agree) to 4 (Strongly Disagree). Coded so higher scores indicate less impulsivity.Cyders et al 2014 (PMID: 24636739)Question text: For each statement, please indicate how much you agree or disagree with the statement.Search for all Short UPPS-P Impulsive Behavior Scale variables within this dataset	1:Agree strongly|2:Agree some|3:Disagree some|4:Disagree strongly	choices
ANSWERS	upps_11	Short UPPS-P Impulsive Behavior Scale: I finish what I start	QuestionnaireResponse		General Health/Short UPPS-P Impulsive Behavior Scale	Item from the Short UPPS-P Impulsive Behavior Scale with a range of 1 (Strongly Agree) to 4 (Strongly Disagree). Coded so higher scores indicate less impulsivity.Cyders et al 2014 (PMID: 24636739)Question text: For each statement, please indicate how much you agree or disagree with the statement.Search for all Short UPPS-P Impulsive Behavior Scale variables within this dataset	1:Agree strongly|2:Agree some|3:Disagree some|4:Disagree strongly	choices
